District,District Code,Facility Code,Reg No.,DHIS2 CODE,Facility Name,Facility Type,Facility Ownership,Facility Location,Catchment Population (2018),LATITUDE,LONGITUDE,,,,,,,
Salima,SA,1426,,1416,Baptist Medical Clinic,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.73887,34.59749,,,,,,,
Salima,SA,1403,,1403,Chitala Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.67161,34.27174,,,,,,,
Salima,SA,1418,,1418,Kaphatenga Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.76222,34.38418,,,,,,,
Salima,SA,1414,MCM/CHAM/HC/27,1414,Ngodzi Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.08926,34.50896,,,,,,,
Salima,SA,1417,,1417,Thavite Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.498,34.26122,,,,,,,
Salima,SA,1427,,0,Asante Private Clinic,Dispensary,Private for profit,Urban,,-13.77065,34.44174,,,,,,,
Salima,SA,1428,,0,Bliss Private Clinic,Dispensary,Private for profit,Urban,,-13.78929,34.46206,,,,,,,
Salima,SA,1429,,0,Katemela Clinic,Dispensary,Private for profit,Rural,,-13.78493,34.45888,,,,,,,
Salima,SA,1430,,0,Madalitso Private Clinic,Dispensary,Private for profit,Urban,,-13.78414,34.45409,,,,,,,
Salima,SA,1431,,0,"Matabwa, Tengani L. Tadfa Priv",Dispensary,Private for profit,Rural,,-13.72862,34.61536,,,,,,,
Salima,SA,1432,,0,M & M Medical and Dental Clini,Dispensary,Private for profit,Urban,,-13.77024,34.43795,,,,,,,
Salima,SA,1433,,0,Muchila Private Clinic,Dispensary,Private for profit,Urban,,-13.77774,34.43803,,,,,,,
Salima,SA,1424,,1424,Lifeline Health Centre,Health Centre,NGO,Rural,,-14.09219,34.54437,,,,,,,
Salima,SA,1423,MCM/C/198,1423,Katawa Clinic,Dispensary,NGO,Rural,,-13.71314,34.31801,,,,,,,
Salima,SA,1434,MCM/C/178,0,Ndimoyo Palliative Trust Clini,Dispensary,NGO,Urban,,-13.78274,34.45888,,,,,,,
Salima,SA,1435,,0,Salima AIDS Support Organisati,Dispensary,NGO,Rural,,-13.77165,34.44055,,,,,,,
Salima,SA,1436,MCM/C/079,0,Salima BLM,Dispensary,NGO,Urban,,-13.77042,34.43792,,,,,,,
Salima,SA,1421,,1423,Salima Admarc Dispensary,Dispensary,Company,Urban,,-13.78623,34.46243,,,,,,,
Salima,SA,1422,MCM/C/130,0,Social Islamic Development Clinic,Dispensary,Mission/ Faith-based (other than CHAM),Rural,,,,,,,,,,
Salima,SA,1423,MCM/C/307,0,Pothawira (Haven) Health Facility,Dispensary,Private for profit,Urban,,,,,,,,,,
Salima,SA,1424,MCM/C/319,0,Greenlight Clinic,Dispensary,Private for profit,Rural,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Lilongwe,LL,1501,MCM/MOH/HC/120,1501,Area 18 Health Centre,Health Centre,Government/public,Urban,,-13.94131,33.78051,,,,,,,
Lilongwe,LL,1502,MCM/MOH/HC/119,1502,Area 25 Health centre,Health Centre,Government/public,Urban,,-13.89272,33.77465,,,,,,,
Lilongwe,LL,1503,,1503,Bwaila Hospital,District Hospital,Government/public,Urban,,-13.99164,33.77561,,,,,,,
Lilongwe,LL,1504,MCM/MOH/HC/130,1504,Chikowa Health Centre,Health Centre,Government/public,Rural,,-13.72929,33.45821,,,,,,,
Lilongwe,LL,1505,MCM/MOH/HC/134,0,Chileka Health Centre,Health Centre,Government/public,Rural,,-14.02102,33.38544,,,,,,,
Lilongwe,LL,1506,MCM/MOH/HC/131,1506,Chimbalanga Health Centre,Health Centre,Government/public,Rural,,-13.9358,34.12567,,,,,,,
Lilongwe,LL,1507,MCM/MOH/HC/124,1507,Chitedze Health Centre,Health Centre,Government/public,Rural,,-13.97684,33.64529,,,,,,,
Lilongwe,LL,1508,MCM/MOH/HC/122,1508,Chiunjiza Health Centre,Health Centre,Government/public,Rural,,-14.24322,33.4013,,,,,,,
Lilongwe,LL,1509,,1509,Chiwamba Health Centre,Health Centre,Government/public,Rural,,-13.8571,33.92926,,,,,,,
Lilongwe,LL,1510,MCM/CHAM/RH/48,1510,Chiwe Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-13.90738,33.39862,,,,,,,
Lilongwe,LL,1511,MCM/MOH/HC/117,1511,Diamphwe Health Centre,Health Centre,Government/public,Rural,,-14.13232,34.08124,,,,,,,
Lilongwe,LL,1512,,1512,Dickson Health Centre,Health Centre,Government/public,Rural,,-14.26626,33.65885,,,,,,,
Lilongwe,LL,1513,MCM/CHAM/HC/49,1513,Dzenza Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Urban,,-13.87598,33.74689,,,,,,,
Lilongwe,LL,1514,MCM/MOH/RH/18,1514,Kabudula Rural Hospital,Rural/Community Hospital,Government/public,Rural,,-13.81972,33.44838,,,,,,,
Lilongwe,LL,1515,MCM/MOH/HC/118,1515,Kang'oma Health Centre,Health Centre,Government/public,Rural,,-13.97817,33.88219,,,,,,,
Lilongwe,LL,1516,MCM/MOH/HC/115,1516,Katchale Health Centre,Health Centre,Government/public,Rural,,-14.2836,33.90782,,,,,,,
Lilongwe,LL,1517,MCM/MOH/HC/121,1517,Kawale Health Centre,Health Centre,Government/public,Urban,,-13.99175,33.79757,,,,,,,
Lilongwe,LL,1518,,1518,Khongoni Health Centre,Health Centre,Government/public,Rural,,-13.77451,33.36761,,,,,,,
Lilongwe,LL,1519,MCM/MOH/CH/02,0,Kamuzu Central Hospital,Central Hospital,Government/public,Urban,,-13.97639,33.78512,,,,,,,
Lilongwe,LL,7001,MCM/CHAM/UH/01,7001,Likuni Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,,-14.02683,33.70886,,,,,,,
Lilongwe,LL,1521,MCM/MOH/HC/123,1521,Lumbadzi Health Centre,Health Centre,Government/public,Rural,,-13.77074,33.80477,,,,,,,
Lilongwe,LL,1522,MCM/CHAM/HC/48,1522,Malingunde Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.16887,33.6397,,,,,,,
Lilongwe,LL,1523,,1523,Maluwa Health Centre,Health Centre,Government/public,Rural,,-14.26287,33.87364,,,,,,,
Lilongwe,LL,1524,,1524,Matapila Health Centre,Health Centre,Government/public,Rural,,-14.01108,33.97509,,,,,,,
Lilongwe,LL,1525,,1525,Mbabvi Health Centre,Health Centre,Government/public,Rural,,-13.92808,33.67087,,,,,,,
Lilongwe,LL,1526,,1526,Mbangombe Health Centre 1,Health Centre,Government/public,Rural,,-13.73673,33.71382,,,,,,,
Lilongwe,LL,1527,,1527,Mbang'ombe 2 Health Centre,Health Centre,Government/public,Rural,,-14.16945,33.37942,,,,,,,
Lilongwe,LL,1528,MCM/CHAM/HC/22,1528,Mbwatalika Health Centre,Health Centre,Christian Health Association of Malawi (CHAM),Rural,,-14.00387,33.5507,,,,,,,
Lilongwe,LL,1529,MCM/MOH/HC/133,1529,Ming'ong'o Health Centre,Health Centre,Government/public,Rural,,-14.07479,33.44838,,,,,,,
Lilongwe,LL,1530,MCM/MOH/RH/19,1530,Mitundu Community Hospital,Rural/Community Hospital,Government/public,Rural,,-14.24776,33.77465,,,,,,,
Lilongwe,LL,1531,MCM/CHAM/RH/61,1531,Mlale Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.23011,33.75658,,,,,,,
Lilongwe,LL,1532,MCM/MOH/HC/116,1532,Mtenthela Health Centre,Health Centre,Government/public,Rural,,-14.10884,34.00567,,,,,,,
Lilongwe,LL,1533,MCM/CHAM/RH/44,1533,Nambuma Health Centre,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.72409,33.55789,,,,,,,
Lilongwe,LL,1534,MCM/MOH/HC/127,1534,Nathenje Health Centre,Health Centre,Government/public,Rural,,-14.08504,33.90823,,,,,,,
Lilongwe,LL,1535,MCM/MOH/HC/125,1535,Ndaula Health Centre,Health Centre,Government/public,Rural,,-14.1385,33.50757,,,,,,,
Lilongwe,LL,1537,,1537,Ngoni Health Centre,Health Centre,Government/public,Rural,,-13.77509,33.64018,,,,,,,
Lilongwe,LL,1538,MCM/CHAM/DH/16,1538,Nkhoma Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-14.04389,34.1036,,,,,,,
Lilongwe,LL,1539,MCM/MOH/HC/129,0,Nsalu Health centre,Health Centre,Government/public,Rural,,-13.8855,33.5043,,,,,,,
Lilongwe,LL,1540,MCM/MOH/HC/128,1540,Nthondo Health centre,Health Centre,Government/public,Rural,,-14.03153,33.44849,,,,,,,
Lilongwe,LL,1541,MCM/CHAM/DH/04,1541,St. Gabriel Mission Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,,-13.98418,33.35128,,,,,,,
Lilongwe,LL,1542,,1542,Ukwe Health Centre,Health Centre,Government/public,Rural,,-13.82586,33.60129,,,,,,,
Lilongwe,LL,1543,,1543,Dzalanyama/Kapombeza,Health Centre,Government/public,Rural,,-14.24936,33.44469,,,,,,,
Lilongwe,LL,1545,,1545,Kamuzu Barracks Hospital,Other Hospital,Government/public,Urban,,-13.98131,33.82105,,,,,,,
Lilongwe,LL,1563,,1563,Chadza Health Centre,Health Centre,Government/public,Rural,,-14.14715,33.84167,,,,,,,
Lilongwe,LL,1564,,1564,Chilobwe/Majiga Health Centre,Health Centre,Government/public,Rural,,-13.85467,33.37439,,,,,,,
Lilongwe,LL,1566,,1566,City Assembly Health,Dispensary,Government/public,Urban,,-13.98931,33.77082,,,,,,,
Lilongwe,LL,1568,MCM/C/204,1568,Daeyang Luke Hospital,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,,-13.87684,33.80867,,,,,,,
Lilongwe,LL,1570,MCM/C/122,1570,David Livingstone Memorial Cli,Dispensary,Private for profit,Urban,,-13.98173,33.78813,,,,,,,
Lilongwe,LL,1573,MCM/C/066,-1,BLM Falls Estate Clinic,Dispensary,NGO,Urban,,-13.99646,33.77897,,,,,,,
Lilongwe,LL,1580,MCM/C/068,-1,BLM Kawale 1 Clinic,Dispensary,NGO,Urban,,-13.9915,33.79514,,,,,,,
Lilongwe,LL,1581,,1581,Lilongwe City Assembly Chinsap,Dispensary,Government/public,Urban,,-14.01331,33.73171,,,,,,,
Lilongwe,LL,1582,MCM/LG/HC/04,-1,Lilongwe City Assembly Staff Clinic,Dispensary,Government/public,Urban,,-13.98972,33.77049,,,,,,,
Lilongwe,LL,1583,MCM/CHAM/HC/50,1583,Malembo Health Centre,Health Centre,Government/public,Rural,,-13.62006,33.41507,,,,,,,
Lilongwe,LL,1584,,0,Area 24 Private Clinic,Dispensary,Private for profit,Urban,,-14.0205,33.79967,,,,,,,
Lilongwe,LL,1585,,-1,"Banda, Boniface An. N., Maziko",Dispensary,Private for profit,Urban,,-14.00507,33.81629,,,,,,,
Lilongwe,LL,1586,,0,"Boulos, Maher Eskander. Amoun",Dispensary,Private for profit,Urban,,-13.98821,33.76929,,,,,,,
Lilongwe,LL,1587,,1587,CCK Health Clinic,Dispensary,Private for profit,Urban,,-13.98302,33.75233,,,,,,,
Lilongwe,LL,1588,,0,"Chete, Tenace D B. Chagogo Pri",Dispensary,Private for profit,Rural,,-14.07277,33.83195,,,,,,,
Lilongwe,LL,1589,,0,"Chilewani, Billy B. K. Gift of",Dispensary,Private for profit,Urban,,-13.90729,33.75061,,,,,,,
Lilongwe,LL,1590,MCM/C/194,0,Chigomezgo Private Clinic,Dispensary,Private for profit,Urban,,-13.8803,33.76018,,,,,,,
Lilongwe,LL,1591,,0,Chilinde Health Services,Dispensary,Private for profit,Urban,,-13.99587,33.81026,,,,,,,
Lilongwe,LL,1592,,0,"Chimango, Amon B. Ali Private",Dispensary,Private for profit,Urban,,-13.78326,33.81586,,,,,,,
Lilongwe,LL,1593,,1593,Chimwala Clinic,Dispensary,Private for profit,Urban,,-14.05121,33.79419,,,,,,,
Lilongwe,LL,1594,,0,"Chirwa, Patrick W. Lilongwe  P",Dispensary,Private for profit,Urban,,-13.93877,33.7921,,,,,,,
Lilongwe,LL,1595,,0,"Chonde, Numeri G. Malakia Priv",Dispensary,Private for profit,Urban,,-13.99455,33.80908,,,,,,,
Lilongwe,LL,1596,MCM/C/041,1567,City Centre Clinic,Hospital,Private for profit,Urban,,-13.95666,33.7839,,,,,,,
Lilongwe,LL,1597,,1597,Discovery Medi Clinic,Dispensary,Private for profit,Urban,,-13.95818,33.79159,,,,,,,
Lilongwe,LL,1598,,0,Dopa Private Clinic,Dispensary,Private for profit,Urban,,-13.88647,33.75712,,,,,,,
Lilongwe,LL,1599,,0,Dr AQA Ghumra,Dispensary,Private for profit,Urban,,-13.98907,33.77412,,,,,,,
Lilongwe,LL,4001,,0,Dr G M Lorgat,Dispensary,Private for profit,Urban,,-13.99049,33.77638,,,,,,,
Lilongwe,LL,4002,,0,Family Health Private Clinic,Dispensary,Private for profit,Urban,,-13.98652,33.79807,,,,,,,
Lilongwe,LL,4003,,0,"Gama, Samuel, Kachi Private Cl",Dispensary,Private for profit,Urban,,-13.94267,33.77807,,,,,,,
Lilongwe,LL,4004,,4004,Gika Private Clinic,Dispensary,Private for profit,Urban,,-13.8965,33.76435,,,,,,,
Lilongwe,LL,4005,,0,"Gobede, Kalimanjira J. Chizika",Dispensary,Private for profit,Rural,,-14.13588,33.94554,,,,,,,
Lilongwe,LL,4006,,0,"Gwaza, George R. Good Hope pri",Dispensary,Private for profit,Urban,,-14.00656,33.76453,,,,,,,
Lilongwe,LL,4007,,0,"Hiwa, Snowden S. S S H Clinic",Dispensary,Private for profit,Urban,,-13.97345,33.77328,,,,,,,
Lilongwe,LL,4008,,0,"Howa, David A C. Area 36 Priva",Dispensary,Private for profit,Urban,,-14.01825,33.77906,,,,,,,
Lilongwe,LL,4009,,0,"Kabota, Nathaniel S. Mt. Nkhom",Dispensary,Private for profit,Urban,,-13.87567,33.75477,,,,,,,
Lilongwe,LL,4010,,0,"Kachepa, Stephen J. Kama Priva",Dispensary,Private for profit,Urban,,-14.00913,33.81687,,,,,,,
Lilongwe,LL,4011,,4011,Kachere Clinic,Dispensary,Private for profit,Urban,,-14.00511,33.81734,,,,,,,
Lilongwe,LL,4012,,0,"Kafodya, Charles M. Mpumulo Pr",Dispensary,Private for profit,Urban,,-14.0154,33.78389,,,,,,,
Lilongwe,LL,4013,,0,"Kamalizeni, Joe N. Tachira Pri",Dispensary,Private for profit,Urban,,-14.01916,33.72849,,,,,,,
Lilongwe,LL,4014,,0,Kamatenda Private Clinic,Dispensary,Private for profit,Urban,,-14.00752,33.82203,,,,,,,
Lilongwe,LL,4015,,0,"Kambiya, Paulino A M. Demera P",Dispensary,Private for profit,Rural,,-13.82433,33.44662,,,,,,,
Lilongwe,LL,4016,,0,"Kamiza, Mary Z. Kim's Medical",Dispensary,Private for profit,Urban,,-13.99003,33.77382,,,,,,,
Lilongwe,LL,4017,,0,"Kasmani, Mohamed I M. Hasani M",Dispensary,Private for profit,Urban,,-13.97668,33.7513,,,,,,,
Lilongwe,LL,4018,,4018,Kawale Medical Services,Dispensary,Private for profit,Urban,,-13.99034,33.79717,,,,,,,
Lilongwe,LL,4019,,4019,"Lingadzi Private Clinic, Kayam",Dispensary,Private for profit,Urban,,-13.97384,33.76003,,,,,,,
Lilongwe,LL,4020,,4020,Khama Private Clinic,Dispensary,Private for profit,Urban,,-14.00916,33.81686,,,,,,,
Lilongwe,LL,4021,,0,"Kharodia, Ahmed I.",Dispensary,Private for profit,Urban,,-13.98924,33.77741,,,,,,,
Lilongwe,LL,4022,,0,"Malola, Lemson F. Umoyo Privat",Dispensary,Private for profit,Urban,,-14.00077,33.78337,,,,,,,
Lilongwe,LL,4023,,0,"Manjolo, Khamalake F, Feroz Me",Dispensary,Private for profit,Urban,,-13.99252,33.772,,,,,,,
Lilongwe,LL,4024,,0,Masida Private,Dispensary,Private for profit,Urban,,-13.99477,33.81085,,,,,,,
Lilongwe,LL,4025,MCM/C/110,1594,Masm Medi Clinic Lilongwe (Area 43),Dispensary,Private for profit,Urban,,-13.9319,33.81007,,,,,,,
Lilongwe,LL,4026,MCM/C/110,4025,Medical Aid Society of Malawi,Dispensary,Private for profit,Urban,,-13.96471,33.77771,,,,,,,
Lilongwe,LL,4027,,0,"Mkhaya, Anakalet A. Mphatso Pr",Dispensary,Private for profit,Urban,,-14.03877,33.71063,,,,,,,
Lilongwe,LL,4028,,4028,Mlolera Womens Clinic,Dispensary,Private for profit,Urban,,-13.95102,33.76703,,,,,,,
Lilongwe,LL,4029,,0,"Muriya, Nemezio. Chifundo Priv",Dispensary,Private for profit,Urban,,-13.98105,33.80223,,,,,,,
Lilongwe,LL,4030,,0,"Mwale, Charles M C. Yankho Pri",Dispensary,Private for profit,Rural,,-14.25007,33.7767,,,,,,,
Lilongwe,LL,4031,,0,"Mwenyekonde, Elled. Seventh Ce",Dispensary,Private for profit,Urban,,-14.00775,33.81726,,,,,,,
Lilongwe,LL,4032,,4032,Nkhalango Clinic,Dispensary,Private for profit,Rural,,-14.01291,33.70483,,,,,,,
Lilongwe,LL,4033,,0,"Nyangulu, Daniel S.",Dispensary,Private for profit,Urban,,-14.00717,33.78419,,,,,,,
Lilongwe,LL,4034,,0,"Sendezera, Michael J. Tendai P",Dispensary,Private for profit,Urban,,-13.77251,33.81345,,,,,,,
Lilongwe,LL,4035,MCM/C/110,4035,SOS Medical Centre,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-14.01976,33.79275,,,,,,,
Lilongwe,LL,4036,,4036,The Clinic,Dispensary,Private for profit,Urban,,-13.98495,33.76415,,,,,,,
Lilongwe,LL,4037,,0,Westcliff Clinic,Dispensary,Private for profit,Urban,,-14.00768,33.81013,,,,,,,
Lilongwe,LL,4038,,4038,Blessings Hospital,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,,-13.79099,33.81707,,,,,,,
Lilongwe,LL,4039,MCM/CHAM/HC/24,4039,Mlodza/Seventh Day,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-14.007222,33.8175,,,,,,,
Lilongwe,LL,4040,MCM/C/94,4040,ABC Comm. Hospital,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,,-13.96816,33.74129,,,,,,,
Lilongwe,LL,4041,MCM/C/06,-1,Adventist Health Centre Area 15,Health Centre,NGO,Urban,,-13.95473,33.7793,,,,,,,
Lilongwe,LL,4042,MCM/C/062,4042,Area 25 BLM,Dispensary,NGO,Urban,,-13.89488,33.76206,,,,,,,
Lilongwe,LL,4043,MCM/C/02,4043,FPAM Clinic,Dispensary,NGO,Urban,,-13.99076,33.79949,,,,,,,
Lilongwe,LL,4044,,4089,Partners In Hope Clinic Moyo C,Dispensary,NGO,Urban,,-14.02341,33.78783,,,,,,,
Lilongwe,LL,4045,MCM/C/264,0,Africa Leaf Clinic Kanengo,Dispensary,Company,Urban,,-13.8898,33.80487,,,,,,,
Lilongwe,LL,4046,,4046,Airwing Health Post,Dispensary,Government/public,Rural,,-13.96162,33.69679,,,,,,,
Lilongwe,LL,4047,MCM/C/038,4047,Alliance One Clinic,Dispensary,Company,Urban,,-13.89571,33.80108,,,,,,,
Lilongwe,LL,4048,,4048,Area 30 Police Clinic,Dispensary,Government/public,Urban,,-13.9279,33.78419,,,,,,,
Lilongwe,LL,4049,MCM/C/098,4049,Auction Holdings Clinic,Dispensary,Company,Urban,,-13.89089,33.79952,,,,,,,
Lilongwe,LL,4050,,4050,Bunda College Clinic,Dispensary,Private for profit,Rural,,-14.18038,33.77554,,,,,,,
Lilongwe,LL,7002,,7002,FIDELITY PVT,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4051,MCM/C/036,4051,Carlsberg / Sobo Clinic Lilong,Dispensary,Company,Urban,,-13.90107,33.79697,,,,,,,
Lilongwe,LL,7003,,0,MHRYN Private,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4052,MCM/C/29,4052,Escom Clinic Lilongwe,Dispensary,Company,Urban,,-13.99195,33.77192,,,,,,,
Lilongwe,LL,7004,,7004,Mwayi,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4053,MCM/C/239,4053,Kanengo Tobacco Processors Cli,Dispensary,Company,Urban,,-13.902,33.80639,,,,,,,
Lilongwe,LL,7005,MCM/C/312,7005,sunrise clinic,Dispensary,Private for profit,,,,,,,,,,,
Lilongwe,LL,4054,MCM/C/17,4054,Limbe Leaf Tobacco Co. Ltd. Cl,Dispensary,Company,Urban,,-13.89319,33.80263,,,,,,,
Lilongwe,LL,7006,,7006,THEATRE FOR CHANGE NGO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4055,,0,MoH Hq,Dispensary,Government/public,Urban,,-13.94628,33.78859,,,,,,,
Lilongwe,LL,7007,MCM/C/193,7007,Lutheran Mobile Clinic,Dispensary,Christian Health Association of Malawi (CHAM),,,,,,,,,,,
Lilongwe,LL,4056,MCM/C/115,4056,Macro Lilongwe,Dispensary,NGO,Urban,,-13.99819,33.776,,,,,,,
Lilongwe,LL,4057,MCM/C/129,4057,Natural Resources College Clin,Dispensary,Private for profit,Urban,,-14.02247,33.67422,,,,,,,
Lilongwe,LL,4058,MCM/MOH/HC/135,4058,New state house Clinic,Dispensary,Government/public,Urban,,-13.96051,33.85089,,,,,,,
Lilongwe,LL,4059,MCM/C/132,0,Reserve Bank of Malawi Clinic,Dispensary,Company,Urban,,-13.96335,33.78926,,,,,,,
Lilongwe,LL,4060,,4060,Bethsaida Hospital,Other Hospital,Private for profit,Urban,,-13.93387,33.79202,,,,,,,
Lilongwe,LL,4061,,1521,Lumbadzi Masm Clinic,Dispensary,Private for profit,Urban,,-13.75818,33.81183,,,,,,,
Lilongwe,LL,4062,,0,Good Health Private Clinic,Dispensary,Private for profit,Urban,,-13.94332,33.82,,,,,,,
Lilongwe,LL,4063,,0,St. Louis Private Clinic,Dispensary,Private for profit,Urban,,-13.93157,33.76995,,,,,,,
Lilongwe,LL,4064,,0,Phirilanjuzi,Health Post,Christian Health Association of Malawi (CHAM),Urban,,-14.153696,33.575306,,,,,,,
Lilongwe,LL,4065,,0,Dzabwa,Health Post,Christian Health Association of Malawi (CHAM),Urban,,-14.101941,33.568143,,,,,,,
Lilongwe,LL,4066,,0,Kamphoni,Health Post,Government/public,Urban,,-14.31496,33.634283,,,,,,,
Lilongwe,LL,4067,,0,Kambanizithe,Health Post,Government/public,Urban,,-14.354443,33.710991,,,,,,,
Lilongwe,LL,4068,,0,Kampini,Health Post,Government/public,Urban,,-14.29642,33.783076,,,,,,,
Lilongwe,LL,4069,,0,Mkwinda,Health Post,Government/public,Urban,,-14.177537,33.748205,,,,U,,,Lilongwe City
Lilongwe,LL,4070,,0,Mngwangwa,Health Post,Government/public,Urban,,-13.842277,33.684124,,,,U,,,Lilongwe City
Lilongwe,LL,4071,,0,Bwese,Health Post,Government/public,Urban,,-14.223459,33.942495,,,,U,,,Lilongwe City
Lilongwe,LL,4072,,0,Nyanja,Health Post,Government/public,Urban,,-14.138646,33.942874,,,,U,,,Lilongwe City
Lilongwe,LL,4073,,0,Chitekwele,Health Post,Government/public,Urban,,-13.968615,34.096079,,,,U,,,Lilongwe City
Lilongwe,LL,4074,,0,Buli,Health Post,Government/public,Urban,,-13.919059,33.705512,,,,U,,,Lilongwe City
Lilongwe,LL,4075,,4075,Achikondi Women Community Friendly Services Clinic,Dispensary,Private for profit,Urban,,-13.95473,33.7793,,,,U,,,Lilongwe City
Lilongwe,LL,4076,,4076,Area 18 Medi Clinic,Health Centre,Private for profit,Urban,,-13.94454,33.77083,,,,U,,,Lilongwe City
Lilongwe,LL,4077,MCM/C/183,4077,Baylor Childrens Centre Of Excellence In Malawi,Hospital,Government/public,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4078,MCM/C/47,4038,Blessings Hospital,Hospital,Private for profit,Urban,,-13.79099,33.81707,,,,U,,,Lilongwe City
Lilongwe,LL,4079,,4079,Central Health Clinic Area 47,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4080,,4080,Good Hope Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4081,,4081,Jti Leaf Clinic Kanengo,Dispensary,Private for profit,Urban,,-13.8898,33.80487,,,,U,,,Lilongwe City
Lilongwe,LL,4082,,-1,Lighthouse Clinic,Dispensary,Private for profit,Urban,,-13.97639,33.78512,,,,,,,
Lilongwe,LL,4083,MCM/C/341,4083,Lilongwe Health Clinic - Limbe Muslim Jamat,Dispensary,Mission/ Faith-based (other than CHAM),Urban,,-13.96642,33.76625,,,,U,,,Lilongwe City
Lilongwe,LL,4084,,4084,Lilongwe Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4085,,4085,Maula Prison Health Centre Static Art,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4086,,4086,Maziko Private Clinic,Dispensary,Private for profit,Urban,,,,,,,U,,,Lilongwe City
Lilongwe,LL,4087,,4032,Nkhalango Clinic,Dispensary,Private for profit,Urban,,-14.01291,33.70483,,,,,,,
Lilongwe,LL,4088,,4088,Nyamanda Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4089,MCM/C/150,4089,Partners In Hope Clinic Dalitso Clinic (private),Dispensary,Private for profit,Urban,,-14.02341,33.78783,,,,,,,
Lilongwe,LL,4090,,4090,SSH Clinic,Dispensary,Private for profit,Urban,,-13.97345,33.77328,,,,,,,
Lilongwe,LL,4091,,4091,Tachira Private Clinic,Dispensary,Private for profit,Urban,,-14.01916,33.72849,,,,,,,
Lilongwe,LL,4092,MCM/C/53,-1,The Clinic - Dr. Humera A Chaudhry,Dispensary,Private for profit,Urban,,-13.98495,33.76415,,,,,,,
Lilongwe,LL,4093,,4093,Child Legacy,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4094,MCM/C/199,0,Children of Blessings,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4095,,4095,chiwoza,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,4096,,0,Codachom NGO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4097,,4097,Lemwe Health Centre,Health Centre,Government/public,,,,,,,,,,,
Lilongwe,LL,4098,,0,YONECO,Dispensary,NGO,,,,,,,,,,,
Lilongwe,LL,4099,MCM/LG/HC/05,-1,Chinsapo Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7010,,7010,MPC Bwaila ART CLINIC Health Centre,Dispensary,Government/public,,,,,,,,,,,
Lilongwe,LL,7011,,0,Mseche,Dispensary,Government/public,,,,,,,,,,,
Lilongwe,LL,7012,,0,Sedemen Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7013,,0,Mtanga Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7014,,0,Mama Ethel Private Clinic,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7015,MCM/C/07,-1,Adventist Health Centre Area 14,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7016,MCM/C/157,0,AC Opticals Old Town Mall,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7017,MCM/C/267,0,AC Opticals Lilongwe Shopping Mall,Dispensary,Private for profit,Urban,,,,,,,,,,
Lilongwe,LL,7018,MCM/C/402,0,Care PolyClinic Cross Roads,Dispensary,Private for profit,Urban,,,,,,,,,,
